(GVP) Volcano number,Volcano Name,Country,Volcano Latitude,Volcano Longitude,Volcano Elevation,Volcano Type,Population VPI5,Population VPI 10,Population VPI30,Population VPI100,Island of radius <=~5 km?,Eruption Number,Eruption VEI,Eruption start year,Date of fatal incident,Year (Eruption start year if date not specified),Century,Incident number (XXXXX-X.X = eruption number-incident number.su,Incident number extension (-X.X = Incident number.Sub-incident ,Incident / sub-incident:   Fatalities separated into multiple i,Fatality information (existing fatality information from databa,Additional fatality information and notes on distance determina,Qualitative Number of fatalities,Number of fatalities,Fatal cause  ,"Victim classification:  (Emerg) = armed forces, emergency servi",Were fatalities clustered? (eg. All in one collapsed building?),Did fatality or fatal injury occur inside or outside?,Google Earth flag number (representing approximate location of ,Quality level,QL 1 distance (km),QL2 (max. km),QL2 range (km),Distance from eruptive vent if known to be different to summit,"References (new, [legacy])"
342030,Santa María,Guatemala,14.756,-91.552,3772,Stratovolcano,8675,119462,1259600,6197420,N,10624,6,1902,,1902,1900s,10624-2.0,2.0,Multiple incidents separated due to different fatal cause,"Sapper says that hundreds of people were killed in collapsing houses. One source says 10 villages of 50-5,000 inhabitants each were buried beneath tons of volcanic debris.  At one plantation 11 km from the volcano, 105 of 112 laborers died.  At a village over 350 died, suffocated by deadly fumes. Anderson suggested 2-3,000 killed and many more (i.e. >2,000) died in subsequent malaria outbreak because ashfall killed birds but not mosquitoes. Both Coleman and Wilcoxson give estimates of 6,000 killed; Witham estimates 5,000-10,000 deaths from disease.",-,,105,Eruption (unknown element),,Group,,,QL 1,11.0,,,,
342030,Santa María,Guatemala,14.756,-91.552,3772,Stratovolcano,8675,119462,1259600,6197420,N,10624,6,1902,,1902,1900s,10624-3.0,3.0,Multiple incidents separated due to different fatal cause,"Sapper says that hundreds of people were killed in collapsing houses. One source says 10 villages of 50-5,000 inhabitants each were buried beneath tons of volcanic debris.  At one plantation 11 km from the volcano, 105 of 112 laborers died.  At a village over 350 died, suffocated by deadly fumes. Anderson suggested 2-3,000 killed and many more (i.e. >2,000) died in subsequent malaria outbreak because ashfall killed birds but not mosquitoes. Both Coleman and Wilcoxson give estimates of 6,000 killed; Witham estimates 5,000-10,000 deaths from disease.",-,,350,Gas,,Village,,,QL 3,,,,,
342030,Santa María,Guatemala,14.756,-91.552,3772,Stratovolcano,8675,119462,1259600,6197420,N,10624,6,1902,,1902,1900s,10624-4.0,4.0,Multiple incidents separated due to different fatal cause,"Sapper says that hundreds of people were killed in collapsing houses. One source says 10 villages of 50-5,000 inhabitants each were buried beneath tons of volcanic debris.  At one plantation 11 km from the volcano, 105 of 112 laborers died.  At a village over 350 died, suffocated by deadly fumes. Anderson suggested 2-3,000 killed and many more (i.e. >2,000) died in subsequent malaria outbreak because ashfall killed birds but not mosquitoes. Both Coleman and Wilcoxson give estimates of 6,000 killed; Witham estimates 5,000-10,000 deaths from disease.",-,>2000,2000,Indirect (Eruptive) - Disease,,,,,QL 3,,,,,
342030,Santa María,Guatemala,14.756,-91.552,3772,Stratovolcano,8675,119462,1259600,6197420,N,10626,3,1922,,1922,1900s,10626-1.0,1.0,Multiple incidents separated due to different fatal cause,"CAVW lists 23 fatalities for pyroclastic flow. VL gives 45 deaths, with 21 bodies found at El Palmar, 10 km from the crater but later VL details 26 more killed by hot mud at a plantation on the Rio Tambor. This source also implies that loss of life approached that in the 1902 eruption. Mercado et al. suggest 11/02 dome collapse pyroclastic flow killed from several hundred to as many as 5,000 persons.","Based on map (M.Conway, GVP website) which shows old El Palmar. Also of El Nuevo Palmar.",,21,PDCs,,,,150 -1,QL 1,10.4,,,,"http://www.volcano.si.edu/showreport.cfm?doi=10.5479/si.GVP.BGVN199011-342030,[Mercado et al 1988 (1487)]"
342030,Santa María,Guatemala,14.756,-91.552,3772,Stratovolcano,8675,119462,1259600,6197420,N,10626,3,1922,,1922,1900s,10626-2.0,2.0,Multiple incidents separated due to different fatal cause,"CAVW lists 23 fatalities for pyroclastic flow. VL gives 45 deaths, with 21 bodies found at El Palmar, 10 km from the crater but later VL details 26 more killed by hot mud at a plantation on the Rio Tambor. This source also implies that loss of life approached that in the 1902 eruption. Mercado et al. suggest 11/02 dome collapse pyroclastic flow killed from several hundred to as many as 5,000 persons.","Based on map showing Rio Tambor, but location along this is unknown",,26,Lahars,,,,151-3,QL 2,,10.0,<10,,[Mercado et al 1988 (1487)]
342030,Santa María,Guatemala,14.756,-91.552,3772,Stratovolcano,8675,119462,1259600,6197420,N,10626,3,1922,,1922,1900s,10626-1.0,1.0,One incident,Mudflow from breakup of ash & block dams on rivers killed 1.,-,,1,Secondary lahars,,,,,QL 3,,,,,[CAVW-6 (44)]
342030,Santa María,Guatemala,14.756,-91.552,3772,Stratovolcano,8675,119462,1259600,6197420,N,10626,3,1922,1990,1990,1900s,10626-1.0,1.0,One incident,Four hikers on a government-sponsored filming expedition were killed by explosions while on the E rim of the 1902 crater.,"Google Earth flag positioned on the basis of the position of the 1902 crater on map by M.Conway (on GVP website) and description of fatalities on E rim of 1902 crater. BGVN 15:11 describes deaths of 4 hikers on 19 July 1990 who were climbing along the E rim of the 1902 explosion creater, roughly 1 km E of the dome, killed by blast.",,4,Eruption (unknown element),(media) Journalists (? Filmers),Group,Outside,147,QL 2,,1.0,<1,,"http://www.volcano.si.edu/showreport.cfm?doi=10.5479/si.GVP.BGVN199011-342030,[BVE-18 (68)]"
342090,Fuego,Guatemala,14.473,-90.88,3763,Stratovolcano,1373,54332,1016339,7677809,N,10721,3,1963,,1963,1900s,10721-1.0,1.0,One incident,Renewed ashfall triggered a lahar in which 7 persons perished.,Reported in OH Bohnenberger Report on active volcanoes in Central America during 1957 to 1965. Cannot find information as to where fatalities occurred or valleys affected.,,7,Lahars,,,,,QL 3,,,,,"OH Bohnenberger Report on active volcanoes in Central America during 1957 to 1965,[BVE-4 (5);BVE-9/1 (14)]"
342090,Fuego,Guatemala,14.473,-90.88,3763,Stratovolcano,1373,54332,1016339,7677809,N,10725,3,1971,,1971,1900s,10725-1.0,1.0,One incident,BVE gives 10 killed of unstated causes. CSLP gives 2 killed in San Pedro Yepocapa by about 30 cm ashfall.,"Flag for the two deaths by ashfall in Yepocapa. Uncertain precise location in the town, approximate centre used. SI Bulletin (09/1971, CSLP 85-71) describes two deaths in Yepocapa in Card 1295 (23 September 1971) then 1 death in Yepocapa by roof collapse (ash) on Card 1296 (27 September 1971). Approx. min. distance 7.8 to maximum 9.5km. ",10-12?,11,Tephra, ,,Inside - roof collapse,152,QL 1,8.5,,,,"SI Bulletin,[BVE 11 (35)]"
342090,Fuego,Guatemala,14.473,-90.88,3763,Stratovolcano,1373,54332,1016339,7677809,N,10727,4,1974,,1974,1900s,10727-1.0,1.0,Two incidents separated due to different fatal cause,"Deaths caused by a shower of bombs.  2-3 killed by ""hot water and mud.""  Although there were few casualties, thousands abandoned their houses, many of which were destroyed by the weight of ash.",Cannot find mention of fatalities in SI bulletins.,,3,Lahars,,,,,QL 3,,,,,
342100,Agua,Guatemala,14.465,-90.743,3760,Stratovolcano,9890,114404,2530449,7441660,N,10734,,1541,,1541,1500s,10734-1.0,1.0,One incident,"Draining of crater lake evidently created mudflows which destroyed former Guatemalan capital of Cuidad Vieja.  Gobernadora Donna Beatrix, the first woman head of government in the American continent, was one of the dead.",USGS Open file report 01-432 gives >600 deaths,>600,600,Secondary lahars,,,,153,QL 1,6.8,,,,
342110,Pacaya,Guatemala,14.381,-90.601,2552,Complex,4250,53579,2454482,7033094,N,10762,3,1990,1995,1995,1900s,10762-1.0,1.0,One incident,A lahar completely buried a house in Los Rios and killed a small girl.,"SI Bulletin (02/1999, BGVN 24:02) describes death of girl in Los Rios. Los Rios location found from map in same SI bulletin.  Village extents not possible to determine. ",,1,Lahars,Child,,,154,QL 1,4.9,,,,"Si Bulletin,[GVN Bull. 24(2) 1999]"
342110,Pacaya,Guatemala,14.381,-90.601,2552,Complex,4250,53579,2454482,7033094,N,19887,3,2004,2010,2010,2000s,19887-1.0,1.0,One incident,"One was reported killed, and three children were missing after increased explosive activity.","SI bulletin (05/2014, BGVN 39:05) describes death of one reporter too near the eruption - described in detail with the news team ""in the vicinity of Cerro Chino at probably less than 1 km from the vent... Death was apparently the result of direct impact from a large ballistic"". The National Park was closed to visitors due to the increase in eruptive activity.",,1,Ballistics,(media) Journalist,,Outside,155,QL 1,1.0,,,,"Si Bulletin,[SI/USGS Weekly]"
342110,Pacaya,Guatemala,14.381,-90.601,2552,Complex,4250,53579,2454482,7033094,N,19887,3,2004,2010,2010,2000s,19887-2.0,2.0,One incident,,Two people fell from roofs whilst cleaning up tephra. Both died from traumatic brain injury. ,,2,Indirect (Eruptive) - falls during clean up,,,Outside,,QL 3,,,,,"GNS Science report 2012/9 June 2012 - Impact assessment of the May 2010 eruption of Pacaya volcano, Guatemala"
343010,Apaneca Range,El Salvador,13.891,-89.786,2036,Stratovolcano(es),11141,151502,1113282,6215853,N,19890,,1990,,1990,1900s,19890-1.0,1.0,One incident,A minor hydrothermal directed explosion from a thermal area in the village of El Barro caused 13 fatalities; another 13 persons later died in hospitals.,"SI bulletin (09/1990, BGVN 15:09) describes phreatic blast at hot springs at Agua Shuca and provides map showing location. El Barro located nearby affected by directed blast.  Village extents not possible to determine. ",,26,Hydrothermal,,Village,,156,QL 1,3.0,,,,"Si Bulletin,[GVN Bull. 15:10,11 (1990)]"
343020,Santa Ana,El Salvador,13.853,-89.63,2381,Stratovolcano,489,21653,1240131,6486880,N,10768,3,2005,,2005,2000s,10768-1.0,1.0,One incident,"Two persons were killed at the settlement of Palo de Campana, on the NE flank, possibly due to landslides associated with heavy rainfall.","SI Bulletin (09/2005, BGVN 30:09) describes ""According to news reports, two people were killed by landslides (possibly caused by heavy rain in the area) in the town of Palo Campana"".  This is during a VEI 3 eruption. Village extents not possible to determine. ",,2,Avalanche,,,,157,QL 1,4.0,,,,"Si Bulletin,[GVN Bull. 30:9 (2005)]"
343030,Izalco,El Salvador,13.813,-89.633,1950,Stratovolcano,937,55665,1272308,6415818,N,10813,3,1925,,1925,1900s,10813-1.0,1.0,One incident,Deaths probably occurred in pyroclastic flow.,-,Unknown,15,PDCs,,,,,QL 3,,,,,[CAVW-6 (78)]
343050,San Salvador,El Salvador,13.734,-89.294,1893,Stratovolcano,29514,800780,2857563,6366833,N,10829,3,1917,,1917,1900s,10829-1.0,1.0,One incident,"CAVW and Roy make no mention of fatalities in this eruption, but Jagger reports some people caught and killed in lava flow; several hundred were killed and many wounded when 15 towns including capital destroyed by volcanogenic(?) earthquake on same day.","If earthquake was volcanogenic then destruction also reported in capital, outskirts lie within 5 km of the volcano. No information found on lava flow. Capital lies within 20km",Several hundred,300,Seismicity - uncertain eruptive,,,,,QL 2,,20.0,<20,,[Volcano Letter 14 (1925)]
344010,Cosigüina,Nicaragua,12.98,-87.57,872,Stratovolcano,143,4114,18876,2179830,N,10872,5,1835,,1835,1800s,10872-1.0,1.0,Multiple incidents separated due to different fatal cause,"Despite the magnitude of the eruption there were few fatalities in this sparsely populated region; a few cattle ranchers near the base of the volcano and some fishermen in a boat offshore. Johnston-Lavis reports deaths from ""mephitic vapors."" Galindo reports the death of a 7 year old girl at Union with sore throat believed to be caused by dust, and the death of 7 people in Leon on Jan 23.",Based on description of 'at base of cone' which is of a radius of ~10 km. Cannot locate more precise information.,Few,3,Eruption (unknown element),,,,,QL 2,,10.0,<10,,"Eruption described in detail in Scott et al 2006 GSA Special 412.,[Incer 1988 (pers. comm.)]"
344010,Cosigüina,Nicaragua,12.98,-87.57,872,Stratovolcano,143,4114,18876,2179830,N,10872,5,1835,,1835,1800s,10872-2.1,2.1,"One incident, different distances","Despite the magnitude of the eruption there were few fatalities in this sparsely populated region; a few cattle ranchers near the base of the volcano and some fishermen in a boat offshore. Johnston-Lavis reports deaths from ""mephitic vapors."" Galindo reports the death of a 7 year old girl at Union with sore throat believed to be caused by dust, and the death of 7 people in Leon on Jan 23.",Fatalities due to tephra at Union and Leon. Approx. Min. Distance 48km to max. 52km. ,,1,Tephra,,,,158-1,QL 1,50.0,,,,[Incer 1988 (pers. comm.)]
344010,Cosigüina,Nicaragua,12.98,-87.57,872,Stratovolcano,143,4114,18876,2179830,N,10872,5,1835,,1835,1800s,10872-2.2,2.2,"One incident, different distances","Despite the magnitude of the eruption there were few fatalities in this sparsely populated region; a few cattle ranchers near the base of the volcano and some fishermen in a boat offshore. Johnston-Lavis reports deaths from ""mephitic vapors."" Galindo reports the death of a 7 year old girl at Union with sore throat believed to be caused by dust, and the death of 7 people in Leon on Jan 23.",Fatalities due to tephra at Union and Leon. Approx. Min. Distance 94 to max. 100km.,,1,Tephra,,,,158-2,QL 1,95.0,,,,[Incer 1988 (pers. comm.)]
344020,San Cristóbal,Nicaragua,12.702,-87.004,1745,Stratovolcano,208,7876,351227,2002579,N,10887,2,1999,,1999,1900s,10887-1.1,1.1,"One incident, different distances","Collapse of a ridge near the summit of Casita volcano during heavy rains accompanying Hurricane Mitch produced a debris avalanche that transformed into a lahar that destroyed the towns of El Porvenir and Rolando  Rodriguez, killing an estimated 1560-1680 persons.",No eruption. http://volcanoes.usgs.gov/hazards/lahar/casita.php,"According to Scott et al 2004, the original estimates of 1600-1800 fatalites were low and based on outdated records. People had sought refuge in the towns from the storm and the final tally was 2547 killed. The division of these fatalities between towns is unknown, so each incident here represents half of the final tally.",1274,Secondary lahars,,,,,QL 1,9.0,,,,[GVN Bull. 23:10 (1998)]
344020,San Cristóbal,Nicaragua,12.702,-87.004,1745,Stratovolcano,208,7876,351227,2002579,N,10887,2,1999,,1999,1900s,10887-1.2,1.2,"One incident, different distances","Collapse of a ridge near the summit of Casita volcano during heavy rains accompanying Hurricane Mitch produced a debris avalanche that transformed into a lahar that destroyed the towns of El Porvenir and Rolando  Rodriguez, killing an estimated 1560-1680 persons.",No eruption. http://volcanoes.usgs.gov/hazards/lahar/casita.php,Share of 1560-1680,1273,Secondary lahars,,,,,QL 1,9.5,,,,[GVN Bull. 23:10 (1998)]
344070,"Negro, Cerro",Nicaragua,12.506,-86.702,728,Cinder cone(s),1690,10243,296320,3540933,N,10965,3,1992,,1992,1900s,10965-1.0,1.0,One incident,Nine persons died from building collapse due to heavy ashfall,Hill et al (1999) describe 9 people killed through building collapse from personal communication with Peter Baxter. No further information.,,9,Tephra,,,Inside - roof collapse,,QL 3,,,,,"Hill et al 1998,[Hill et al. (1998)]"
344070,"Negro, Cerro",Nicaragua,12.506,-86.702,728,Cinder cone(s),1690,10243,296320,3540933,N,10965,3,1992,,1992,1900s,10965-1.0,1.0,One incident,One or two persons died from falls while shoveling tephra from roofs,Accidental falls during tephra clearence.,,2,Indirect (Eruptive) - Tephra/Falls,,,,,QL 3,,,,,
344110,Mombacho,Nicaragua,11.826,-85.968,1344,Stratovolcano,656,56671,621451,2709304,N,11043,,1570,,1570,1500s,11043-1.0,1.0,One incident,Avalanche on S flank destroyed an Indian village of 400 persons.,"Additional material from Shea et al (2008) gives: ""Four leagues away from the city there was an Indian village named Mombacho, close to a smaller volcano, which one night collapsed during a big water and wind storm in the year 70 [note: 1570], and a whole side fell onto this village.  None escaped but one neighbour from Granada named Caravallo, and some old Indian women, a total of six or seven Spanish were buried with them. Furthermore, such a great storm of water and rocks was produced, that it damaged greatly the cacao plantations and farming animals throughout a distance of six leagues."" Appears non-eruptive.",,400,Non-eruptive: Avalanche,,,,,QL 3,,,,,Shea et al (2008)
344130,Maderas,Nicaragua,11.446,-85.515,1394,Stratovolcano,,,,,N,11081,,1996,,1996,1900s,11081-1.0,1.0,One incident,"A lahar triggered by unusually heavy rainfalls on the E flank of Maderas destroyed the village of El Corozal (~3 km from the volcano) and other settlements.  Five children and an adult were killed, and several more people injured.  A report of a possible eruption was not confirmed.",No eruption,,6,Secondary lahars,,,,159,QL 1,3.0,,,,[GVN Bull. 29:6 (1996)]
